Bus Name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat Availability,Bus Link,Bus Route,State Name
TSRTC - 8919,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06:00,09h 00m,524.0,3.6,3.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sai Sri Krishna Travels,A/C Sleeper (2+1),23:00,06:30,07h 30m,1390.0,4.6,15.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:00,04:20,08h 20m,1007.0,4.6,21.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),20:45,04:15,07h 30m,1750.0,4.5,20.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Zingbus Plus,A/C Seater / Sleeper (2+1),21:20,05:15,07h 55m,1109.0,4.7,34.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Morning Star Travels,A/C Sleeper (2+1),22:45,05:45,07h 00m,1090.0,3.5,21.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:50,06:30,08h 40m,555.0,3.4,20.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Rajesh Transports,NON A/C Sleeper (2+1),23:30,05:45,06h 15m,2437.0,4.5,12.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Srivari Travels,A/C Seater / Sleeper (2+1),19:30,03:55,08h 25m,770.0,4.0,11.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Gupta Travels Galaxy,VE A/C Sleeper (2+1),22:30,06:00,07h 30m,808.0,3.8,3.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),22:45,05:00,06h 15m,3470.0,3.2,8.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),18:00,02:45,08h 45m,1310.0,4.1,16.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Venkataramana Travels,A/C Seater / Sleeper (2+1),21:30,05:00,07h 30m,720.0,3.0,15.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:50,03:20,07h 30m,3688.0,4.7,5.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:30,03:00,07h 30m,2288.0,4.6,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Svkdt travels,A/C Sleeper (2+1),21:30,04:30,07h 00m,1790.0,4.5,11.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:15,06:45,08h 30m,1490.0,3.9,20.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Srivari Travels,Non A/C Seater / Sleeper (2+1),20:30,04:30,08h 00m,650.0,3.6,10.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:00,03:30,08h 30m,1268.0,4.8,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IRA Travels,A/C Sleeper (2+1),20:00,04:25,08h 25m,1100.0,3.6,9.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Cherry Collars,Bharat Benz A/C Sleeper (2+1),23:45,06:30,06h 45m,3190.0,4.5,10.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:35,04:15,06h 40m,3188.0,4.6,9.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
CCC Bus,A/C Sleeper (2+1),19:55,03:30,07h 35m,2199.0,4.7,9.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Intercity travels,Bharat Benz A/C Sleeper (2+1),19:20,03:00,07h 40m,1811.0,4.5,14.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Chalasani Travels (Kaleswari),A/C Sleeper (2+1),18:15,02:00,07h 45m,2000.0,4.6,12.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Jabbar Travels,VE A/C Sleeper (2+1),19:30,03:00,07h 30m,1276.0,4.8,6.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:15,04:15,07h 00m,1590.0,0.0,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
RK Travels,Non A/C Seater / Sleeper (2+1),20:30,04:30,08h 00m,599.0,2.9,2.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Svkdt travels,A/C Sleeper (2+1),22:00,05:00,07h 00m,1590.0,4.0,11.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:45,03:15,06h 30m,3400.0,5.0,18.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),18:30,02:00,07h 30m,2530.0,4.1,8.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IntrCity SmartBus,AC Sleeper (2+1),19:30,03:30,08h 00m,1757.0,4.1,16.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Orange Tours And Travels,A/C Sleeper (2+1),21:40,05:00,07h 20m,2840.0,3.7,10.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Navayuga Travels,A/C Sleeper (2+1),21:15,04:40,07h 25m,2890.0,4.2,18.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Svkdt travels,Scania AC Multi Axle Sleeper (2+1),19:30,03:25,07h 55m,1690.0,3.3,5.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Abhishek Bus,A/C Sleeper (2+1),20:00,04:15,08h 15m,2400.0,3.9,9.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Komitla Trans lines.,NON A/C Sleeper (2+1),22:30,05:00,06h 30m,2324.0,3.5,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),16:30,00:55,08h 25m,1200.0,3.7,1.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),22:45,05:25,06h 40m,2090.0,3.1,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Tulasi Tours and Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,2649.0,4.3,9.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Rajesh Transports,A/C Seater / Sleeper (2+1),20:50,04:00,07h 10m,1626.0,3.4,14.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IRA Travels,Bharat Benz A/C Sleeper (2+1),17:30,01:00,07h 30m,1800.0,2.9,16.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Jagan Travels,A/C Sleeper (2+1),21:00,03:45,06h 45m,2800.0,3.6,17.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IRA Travels,Bharat Benz A/C Sleeper (2+1),19:00,03:50,08h 50m,2767.0,3.9,3.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Orange Tours and Travels Grand,A/C Sleeper (2+1),21:30,04:20,06h 50m,2300.0,2.0,23.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Svkdt travels,A/C Sleeper (2+1),18:30,02:15,07h 45m,1710.0,3.6,8.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Komitla Trans lines.,NON A/C Sleeper (2+1),18:00,01:45,07h 45m,1524.0,3.2,2.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Zingbus Plus,A/C Sleeper (2+1),19:05,02:40,07h 35m,1459.0,2.7,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Tulasi Tours and Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,3349.0,2.9,10.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IntrCity SmartBus,Volvo Multi Axle Sleeper B11R (2+1),20:30,04:00,07h 30m,1996.0,2.6,23.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Svkdt travels,A/C Sleeper (2+1),20:15,04:30,08h 15m,1790.0,2.6,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
SVD Vedansh Travels,A/C Sleeper (2+1),22:20,05:30,07h 10m,3099.0,1.5,20.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Orange Tours And Travels,A/C Sleeper (2+1),20:30,04:00,07h 30m,3150.0,1.6,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Krishna Travels,A/C Sleeper (2+1),21:30,04:35,07h 05m,2100.0,2.2,15.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),18:30,01:30,07h 00m,1260.0,1.6,16.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Svkdt travels,A/C Sleeper (2+1),22:30,05:15,06h 45m,3500.0,2.0,1.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,02:00,08h 00m,2700.0,2.7,15.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Jagan Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,3200.0,1.9,13.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Krishna Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:10,02:50,07h 40m,2400.0,2.2,18.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Chalasani Travels (Kaleswari),A/C Sleeper (2+1),19:15,03:00,07h 45m,2100.0,4.6,10.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
CCC Bus,A/C Sleeper (2+1),19:00,02:30,07h 30m,1999.0,4.7,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:15,03:30,06h 15m,3609.0,4.5,11.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,02:30,07h 30m,2600.0,4.7,9.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Venkataramana Travels,AC Seater (2+2),22:00,06:00,08h 00m,720.0,3.1,38.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Kaveri Travels,A/C Sleeper (2+1),18:00,02:30,08h 30m,1360.0,3.7,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Krishna Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,2500.0,3.7,12.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Svkdt travels,A/C Sleeper (2+1),21:45,05:15,07h 30m,1720.0,3.9,9.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sree Hari Travels,NON A/C Sleeper (2+1),21:51,05:21,07h 30m,2999.0,4.4,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
VRL Travels,A/C Sleeper (2+1),20:00,03:00,07h 00m,1800.0,3.4,8.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IRA Travels,A/C Sleeper (2+1),18:45,03:00,08h 15m,1900.0,3.4,18.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Morning Star Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:30,02:20,06h 50m,1990.0,3.3,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Krishna Travels,A/C Sleeper (2+1),20:10,04:00,07h 50m,2000.0,3.8,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),20:30,04:30,08h 00m,1260.0,3.2,16.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),18:00,01:30,07h 30m,1000.0,3.2,14.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:55,03:30,06h 35m,3199.0,3.2,5.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:30,02:15,07h 45m,3711.0,5.0,1.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Prasanna Travels,A/C Sleeper (2+1),21:00,03:00,06h 00m,2300.0,3.1,8.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Prasanna Travels,A/C Seater / Sleeper (2+1),21:30,05:30,08h 00m,1898.0,3.1,25.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Vsaikrishna Travels,A/C Seater / Sleeper (2+1),23:00,08:00,09h 00m,799.0,2.6,40.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Orange Tours And Travels,NON A/C Sleeper (2+1),17:00,03:30,10h 30m,1300.0,3.0,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,03:00,08h 00m,2330.0,3.0,20.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Navayuga Travels,A/C Sleeper (2+1),22:15,05:15,07h 00m,2910.0,4.0,18.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Morning Star Travels,A/C Sleeper (2+1),01:15,08:45,07h 30m,1190.0,2.7,10.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Sri Krishna Travels,A/C Sleeper (2+1),18:10,02:20,08h 10m,2000.0,2.4,14.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Chalasani Travels (Kaleswari),A/C Sleeper (2+1),19:15,03:10,07h 55m,2200.0,4.6,8.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
IntrCity SmartBus,AC Sleeper (2+1),22:25,06:50,08h 25m,1057.0,4.4,25.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
SRS Travels,Non A/C Seater / Sleeper (2+1),17:00,02:30,09h 30m,899.0,2.6,1.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Svkdt travels,A/C Sleeper (2+1),18:30,01:30,07h 00m,1590.0,4.2,3.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),20:25,05:05,08h 40m,3799.0,3.9,36.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
Abhishek Bus,A/C Sleeper (2+1),19:30,03:00,07h 30m,2000.0,3.9,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
SRKT Travels,A/C Seater / Sleeper (2+1),18:45,02:30,07h 45m,1150.0,3.8,6.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
S.L Travels,Non A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,1160.0,3.8,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati,APSRTC
