Bus Name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat Availability,Bus Link,Bus Route,State Name
Dolphin Travel House (39),A/C Sleeper (2+1),16:30,09:15,16h 45m,860.0,3.2,32.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Anand Travels,NON A/C Sleeper (2+1),16:50,09:30,16h 40m,709.0,3.2,25.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Mascot Travels(M.Dev),A/C Sleeper (2+1),17:30,10:45,17h 15m,665.0,3.8,21.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Atmaram Manish Travels,NON A/C Hi-Tech (2+2),15:00,07:30,16h 30m,525.0,2.4,29.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),16:50,09:40,16h 50m,699.0,3.5,22.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00,12:00,17h 00m,665.0,4.2,22.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Naik Travels (Syndicate),NON A/C Sleeper (2+1),19:30,09:00,13h 30m,700.0,3.3,25.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Konkan Travels Mujawar,NON A/C Sleeper (2+1),18:45,11:30,16h 45m,649.0,3.5,26.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Konkan Travels Mujawar,NON A/C Sleeper (2+1),18:50,11:45,16h 55m,649.0,3.5,28.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
PVS Tours and Travels,A/C Sleeper (2+1),18:35,08:45,14h 10m,3000.0,3.4,30.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Sanvi Travels - Shree,A/C Sleeper (2+1),17:00,09:30,16h 30m,900.0,3.3,29.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Roshan Travels,Benz A/C Sleeper (2+1),18:45,11:45,17h 00m,1234.0,2.6,22.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Sanvi Travels - Shree,A/C Sleeper (2+1),17:10,09:40,16h 30m,900.0,3.7,23.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Global Travel Agency (GTA),A/C Sleeper (2+1),16:00,09:45,17h 45m,800.0,3.5,32.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Global Travel Agency (GTA),A/C Sleeper (2+1),18:30,12:15,17h 45m,750.0,3.5,29.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
PVS Tours and Travels,A/C Seater Push Back (2+2),18:35,08:45,14h 10m,3000.0,3.4,45.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),16:46,10:31,17h 45m,3000.0,3.3,36.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Abhishek Vishal Travels,NON A/C Push Back (2+2),14:50,07:10,16h 20m,599.0,3.2,23.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Atmaram Manish Travels,A/C Sleeper (2+1),17:30,09:45,16h 15m,720.0,2.6,15.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Atmaram Manish Travels,NON A/C Sleeper (1+2),17:00,09:15,16h 15m,720.0,2.6,12.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Atmaram Travels,A/C Seater / Sleeper (2+1),18:00,10:15,16h 15m,575.0,2.6,27.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Atmaram Travels,A/C Sleeper (2+1),17:45,08:45,15h 00m,825.0,2.6,16.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Kambada Transport Corporation Limited
Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30,08:00,13h 30m,1200.0,3.9,8.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
IntrCity SmartBus,AC Sleeper (2+1),19:30,09:40,14h 10m,2737.0,4.6,3.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Zingbus Plus,VE A/C Sleeper (2+1),20:35,13:25,16h 50m,1558.0,4.6,15.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
AdIntrCity SmartBus,AC Sleeper (2+1),20:00,10:20,14h 20m,1998.0,3.9,14.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,09:05,14h 55m,1657.0,4.4,11.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Zingbus Plus,VE A/C Sleeper (2+1),19:40,10:45,15h 05m,1312.0,4.4,24.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels (Dolphin),A/C Sleeper (2+1),21:45,13:00,15h 15m,1699.0,4.4,27.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
AdNaik Tours And Travels,NON A/C Sleeper (2+1),16:20,06:45,14h 25m,1100.0,4.6,12.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
IntrCity SmartBus,AC Sleeper (2+1),18:30,09:00,14h 30m,1998.0,4.3,18.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
IntrCity SmartBus,AC Sleeper (2+1),21:00,11:20,14h 20m,2246.0,4.3,10.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:30,08:10,12h 40m,1699.0,4.3,7.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,06:45,15h 15m,1499.0,4.2,2.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,11:50,13h 50m,1599.0,4.1,10.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
GANESH PRASAD TRAVELS,A/C Seater (2+2),17:20,08:30,15h 10m,2500.0,0.0,49.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
GANESH PRASAD TRAVELS,NON A/C Seater (2+2),16:20,07:15,14h 55m,2000.0,0.0,49.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels (Dolphin),A/C Sleeper (2+1),17:30,09:25,15h 55m,1200.0,4.1,9.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
"National Travels,Goa",A/C Sleeper (2+1),19:30,10:30,15h 00m,1300.0,4.1,9.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,10:35,14h 35m,1550.0,4.0,8.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
"National Travels,Goa",NON A/C Sleeper (2+1),18:30,07:30,13h 00m,950.0,4.0,11.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,12:30,14h 00m,1899.0,3.8,27.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,09:35,14h 35m,1200.0,3.6,14.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels (Dolphin),A/C Sleeper (2+1),22:05,13:25,15h 20m,1650.0,3.6,26.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels(M.Dev),A/C Sleeper (2+1),21:02,10:57,13h 55m,1350.0,4.1,20.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels (Dolphin),AC Sleeper (2+1),16:01,08:01,16h 00m,1200.0,3.6,18.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Jolly Tours and Travels,VE A/C Sleeper (2+1),18:25,06:30,12h 05m,1800.0,4.2,5.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),20:40,09:30,12h 50m,1500.0,3.9,15.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
IntrCity SmartBus,AC Sleeper (2+1),18:20,08:50,14h 30m,2108.0,4.8,18.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Manish Roshan Travels,A/C Sleeper (2+1),20:30,10:30,14h 00m,1400.0,3.5,28.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels (Vishal),Non AC Seater (2+2),18:10,09:20,15h 10m,799.0,3.6,30.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Sai Travels,A/C Sleeper (2+1),19:45,10:35,14h 50m,1300.0,3.7,26.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Anand Travels,NON A/C Sleeper (2+1),19:30,07:30,12h 00m,999.0,3.0,8.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Manish Travels,A/C Seater/Sleeper (2+1),16:00,08:00,16h 00m,1200.0,4.7,35.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,12:41,14h 10m,1999.0,3.6,15.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Naik Tours And Travels,NON A/C Sleeper (2+1),18:20,07:05,12h 45m,1200.0,2.7,23.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Manish Roshan Travels,Bharat Benz A/C Sleeper (2+1),17:30,07:30,14h 00m,1600.0,2.6,24.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Manish Sharma Travels,A/C Sleeper (2+1),19:00,11:00,16h 00m,1500.0,2.1,23.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Manish Travels,A/C Sleeper (2+1),19:30,09:30,14h 00m,1400.0,2.7,23.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Manish Travels,Non AC Seater (2+2),18:30,09:00,14h 30m,900.0,2.7,28.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Sai Travels,A/C Sleeper (2+1),18:00,09:35,15h 35m,1111.0,3.6,22.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Sai Travels,NON A/C Sleeper (2+1),17:30,09:00,15h 30m,5000.0,3.6,31.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Sai Travels,A/C Sleeper (2+1),17:00,08:00,15h 00m,1111.0,3.6,21.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Vailankanni Travels - Mujawar,NON A/C Sleeper (2+1),19:40,09:00,13h 20m,1000.0,3.6,19.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
VRL Travels,A/C Sleeper (2+1),19:30,10:00,14h 30m,1600.0,2.9,14.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Kambada Transport Corporation Limited
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,735.0,3.3,32.0,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa,Kambada Transport Corporation Limited
SR Tours & Travels,A/C Sleeper (2+1),19:45,05:30,09h 45m,1125.0,1.9,30.0,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa,Kambada Transport Corporation Limited
Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00,10:15,13h 15m,1299.0,4.5,18.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sunrise Tours and Travels,A/C Sleeper (2+1),21:20,10:15,12h 55m,1299.0,4.5,15.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
IntrCity SmartBus,AC Sleeper (2+1),20:30,10:40,14h 10m,947.0,4.3,22.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Streamline tours and travels,A/C Sleeper (2+1),21:15,10:15,13h 00m,1100.0,4.2,1.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Streamline tours and travels,A/C Sleeper (2+1),22:20,11:15,12h 55m,1100.0,4.0,1.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sri Varalakshmi Travels,NON A/C Sleeper (1+2),21:45,10:15,12h 30m,899.0,4.0,25.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sea Bird Tourist,NON A/C Sleeper (2+1),20:30,10:00,13h 30m,700.0,3.4,20.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sunrise Tours and Travels,A/C Sleeper (2+1),20:15,08:45,12h 30m,1699.0,4.3,1.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sea Bird Tourist,NON A/C Sleeper (2+1),18:00,07:00,13h 00m,800.0,3.3,15.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sugama Tourist,NON A/C Sleeper (2+1),20:30,07:45,11h 15m,1000.0,3.5,12.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
IntrCity SmartBus,AC Sleeper (2+1),21:30,11:20,13h 50m,1139.0,3.6,23.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Anand Travels,NON A/C Sleeper (2+1),19:00,07:00,12h 00m,1010.0,2.9,19.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sea Bird Tourist,A/C Sleeper (2+1),21:15,10:15,13h 00m,1000.0,2.6,26.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
SRS Travels,NON AC Seater / Sleeper 2+1,20:00,09:30,13h 30m,650.0,2.4,29.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sugama Tourist,NON A/C Sleeper (2+1),20:30,08:45,12h 15m,1000.0,3.4,12.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
VRL Travels,NON A/C Sleeper (2+1),20:00,09:30,13h 30m,800.0,3.9,25.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sea Bird Tourist,A/C Sleeper (2+1),19:00,08:00,13h 00m,900.0,2.4,19.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,12:30,13h 00m,1000.0,3.4,37.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
SRS Travels,NON AC Seater / Sleeper 2+1,20:00,08:30,12h 30m,650.0,2.4,29.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sugama Tourist,NON A/C Sleeper (2+1),20:30,08:15,11h 45m,1000.0,3.5,12.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Sea Bird Tourist,A/C Sleeper (2+1),22:15,11:15,13h 00m,1100.0,2.5,34.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Streamline tours and travels,A/C Sleeper (2+1),21:30,10:30,13h 00m,1799.0,3.3,1.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),21:30,10:45,13h 15m,700.0,0.0,33.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
VRL Travels,A/C Sleeper (2+1),21:00,10:45,13h 45m,1000.0,2.4,10.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Kambada Transport Corporation Limited
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07:00,12h 00m,735.0,3.3,9.0,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur,Kambada Transport Corporation Limited
SR Tours & Travels,A/C Sleeper (2+1),17:00,03:20,10h 20m,1170.0,1.9,25.0,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur,Kambada Transport Corporation Limited
S R Travels,NON A/C Sleeper (2+1),01:00,06:00,05h 00m,799.0,1.7,23.0,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa,Kambada Transport Corporation Limited
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,07:15,13h 15m,3599.0,4.6,10.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,07:10,12h 40m,3899.0,4.4,5.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
IntrCity SmartBus,AC Sleeper (2+1),19:00,08:35,13h 35m,3418.0,4.2,19.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Shanta Travels,NON A/C Sleeper (2+1),18:15,07:15,13h 00m,2510.0,4.1,1.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
IntrCity SmartBus,AC Sleeper (2+1),17:00,06:40,13h 40m,3864.0,4.4,11.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Streamline tours and travels,A/C Sleeper (2+1),19:00,07:30,12h 30m,3240.0,4.0,18.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sri Sai Logistics,A/C Sleeper (2+1),17:30,06:30,13h 00m,3000.0,3.8,6.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
AdHamsa Tours and Travels,Volvo AC Seater (2+2),18:30,06:00,11h 30m,2199.0,4.1,8.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Streamline tours and travels,A/C Sleeper (2+1),18:00,06:30,12h 30m,3190.0,4.0,23.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sea Bird Tourist,A/C Sleeper (2+1),20:30,09:30,13h 00m,2800.0,3.4,3.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),21:00,09:00,12h 00m,2200.0,3.3,10.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
NAS Travels,A/C Sleeper (2+1),19:30,08:00,12h 30m,2888.0,0.0,19.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
NAS Travels,A/C Sleeper (2+1),18:00,07:00,13h 00m,2999.0,0.0,14.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
NAS Travels,A/C Sleeper (2+1),19:00,07:00,12h 00m,2888.0,0.0,17.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
VRL Travels,NON A/C Sleeper (2+1),18:00,08:00,14h 00m,2400.0,3.9,2.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,2000.0,3.1,2.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sea Bird Tourist,NON A/C Sleeper (2+1),18:30,08:30,14h 00m,1800.0,2.7,1.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sea Bird Tourist,A/C Sleeper (2+1),19:30,08:30,13h 00m,2700.0,2.2,9.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
VRL Travels,A/C Seater / Sleeper (2+1),19:00,09:00,14h 00m,3000.0,3.8,3.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Anand Travels,NON A/C Sleeper (2+1),18:30,06:45,12h 15m,2210.0,2.8,2.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sri Tourist,A/C Sleeper (2+1),17:30,06:50,13h 20m,3199.0,4.2,6.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sam Tourist,A/C Sleeper (2+1),19:00,06:05,11h 05m,2699.0,3.1,22.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
Sri Tourist,A/C Sleeper (2+1),17:30,06:50,13h 20m,3299.0,4.0,2.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Kambada Transport Corporation Limited
